HUD frame time nsec:,16683000

Range Index,Elapsed Time, First Event,Last Event
0,11904,10,10
1,61280,26,26
2,86816,59,59
3,21728,89,89
4,48576,118,118
5,800,155,155
6,14547008,172,172
