HUD frame time nsec:,16665000

Range Index,Elapsed Time, First Event,Last Event
0,10848,10,10
1,35520,27,27
2,13824,32,32
3,768,53,53
4,153952,65,65
5,9056,100,100
6,189728,112,112
7,14720,141,141
8,13739072,155,155
