HUD frame time nsec:,16667000

Range Index,Elapsed Time, First Event,Last Event
0,11200,10,10
1,62784,26,26
2,79840,59,59
3,17376,89,89
4,22848,118,118
5,4544,155,155
6,14228288,172,172
