HUD frame time nsec:,16667000

Range Index,Elapsed Time, First Event,Last Event
0,10528,10,10
1,34752,29,29
2,17664,34,34
3,12736,97,97
4,2464,104,104
5,1248,111,111
6,768,118,118
7,1024,124,124
8,27456,136,136
9,9216,171,171
10,6208,223,223
11,704,230,230
12,704,237,237
13,704,244,244
14,704,250,250
15,122016,262,262
16,14912,291,291
17,11162080,305,305
