HUD frame time nsec:,17910000

Range Index,Elapsed Time, First Event,Last Event
0,10720,1,1
1,34912,20,20
2,17728,25,25
3,15072,88,88
4,1536,95,95
5,832,102,102
6,1568,109,109
7,832,115,115
8,19680,127,127
9,8896,162,162
10,12960,214,214
11,736,221,221
12,736,228,228
13,704,235,235
14,736,241,241
15,141152,253,253
16,21696,282,282
17,11892032,296,296
