HUD frame time nsec:,17890000

Range Index,Elapsed Time, First Event,Last Event
0,10720,1,1
1,34976,20,20
2,17856,25,25
3,6944,88,88
4,832,95,95
5,1120,102,102
6,1024,109,109
7,800,115,115
8,34720,127,127
9,9024,162,162
10,9440,214,214
11,800,221,221
12,704,228,228
13,736,235,235
14,736,241,241
15,117824,253,253
16,14336,282,282
17,12520768,296,296
