HUD frame time nsec:,18229000

Range Index,Elapsed Time, First Event,Last Event
0,10688,1,1
1,35264,20,20
2,18464,25,25
3,6048,88,88
4,768,95,95
5,768,102,102
6,768,109,109
7,768,115,115
8,105376,127,127
9,8960,162,162
10,8480,214,214
11,768,221,221
12,736,228,228
13,736,235,235
14,704,241,241
15,141632,253,253
16,7264,282,282
17,12687904,296,296
