HUD frame time nsec:,17834000

Range Index,Elapsed Time, First Event,Last Event
0,11584,1,1
1,35104,20,20
2,17696,25,25
3,13216,88,88
4,1952,95,95
5,1088,102,102
6,1216,109,109
7,1216,115,115
8,25664,127,127
9,8832,162,162
10,13568,214,214
11,736,221,221
12,704,228,228
13,704,235,235
14,736,241,241
15,107520,253,253
16,15168,282,282
17,12220448,296,296
