HUD frame time nsec:,16680000

Range Index,Elapsed Time, First Event,Last Event
0,10720,10,10
1,5120,29,29
2,13056,34,34
3,672,55,55
4,3232,107,107
5,832,114,114
6,768,121,121
7,800,128,128
8,800,134,134
9,39168,146,146
10,9056,181,181
11,5728,233,233
12,704,240,240
13,832,247,247
14,768,254,254
15,704,260,260
16,54144,272,272
17,30464,301,301
18,640,338,338
19,12199296,354,354
