HUD frame time nsec:,17527000

Range Index,Elapsed Time, First Event,Last Event
0,10816,1,1
1,36480,20,20
2,17664,25,25
3,12384,88,88
4,2080,95,95
5,832,102,102
6,864,109,109
7,864,115,115
8,54976,127,127
9,8864,162,162
10,9440,214,214
11,736,221,221
12,736,228,228
13,704,235,235
14,768,241,241
15,156672,253,253
16,9440,282,282
17,12514208,296,296
