HUD frame time nsec:,17938000

Range Index,Elapsed Time, First Event,Last Event
0,11008,1,1
1,34656,18,18
2,672,43,43
3,6080,95,95
4,736,102,102
5,768,109,109
6,768,116,116
7,736,122,122
8,96768,134,134
9,13088,169,169
10,8448,221,221
11,736,228,228
12,736,235,235
13,768,242,242
14,736,248,248
15,168704,260,260
16,21312,289,289
17,11754112,303,303
