HUD frame time nsec:,16667000

Range Index,Elapsed Time, First Event,Last Event
0,11072,10,10
1,35232,29,29
2,17952,34,34
3,13344,97,97
4,1376,104,104
5,1056,111,111
6,928,118,118
7,1088,124,124
8,27712,136,136
9,9024,169,169
10,5696,221,221
11,832,228,228
12,896,235,235
13,832,242,242
14,864,248,248
15,105504,260,260
16,12896,289,289
17,11716736,303,303
