HUD frame time nsec:,16664000

Range Index,Elapsed Time, First Event,Last Event
0,10624,10,10
1,4928,26,26
2,88928,59,59
3,7488,89,89
4,32896,118,118
5,672,155,155
6,14108512,172,172
