HUD frame time nsec:,17807000

Range Index,Elapsed Time, First Event,Last Event
0,10752,1,1
1,40192,20,20
2,8032,87,87
3,768,94,94
4,6464,101,101
5,768,108,108
6,800,114,114
7,66048,126,126
8,12704,161,161
9,8416,213,213
10,768,220,220
11,704,227,227
12,704,234,234
13,736,240,240
14,163744,252,252
15,6592,281,281
16,12106240,295,295
