HUD frame time nsec:,16668000

Range Index,Elapsed Time, First Event,Last Event
0,9440,1,1
1,6528,3,3
2,1376,24,24
3,7616,76,76
4,640,83,83
5,672,90,90
6,672,97,97
7,672,103,103
8,54784,128,128
9,3328,144,144
10,7168,185,185
11,16992,237,237
12,704,244,244
13,704,251,251
14,672,258,258
15,832,264,264
16,101792,289,289
17,640,305,305
18,12201312,317,317
